Latitude,Longitude,Rainfall_mm
13,98,1.77519030887087
13.05,98,4.17623941859157
13.1,98,6.32868402112185
13.15,98,0.564454454903362
13.2,98,3.8302482599043
13.25,98,4.56219374712594
13.3,98,4.50612047797114
13.35,98,7.28714350369967
13.4,98,4.88231159323365
13.45,98,7.0631361379336
13.5,98,4.36555667248273
13.55,98,8.18808245830666
13.6,98,4.18875785067808
13.65,98,5.71989210750265
13.7,98,7.59883412086676
13.75,98,12.1572310110297
13.8,98,9.2389321163228
13.85,98,11.4339965595955
13.9,98,10.080068719097
13.95,98,8.1834533081289
14,98,8.37177008901345
14.05,98,11.2947011003319
14.1,98,7.06886208966054
14.15,98,13.8299130429707
14.2,98,12.0127658711602
14.25,98,11.4756934324351
14.3,98,10.7420156131977
14.35,98,10.0289648205686
14.4,98,9.65492881916357
14.45,98,10.4582869158785
14.5,98,10.7492397624257
14.55,98,12.1337175884848
14.6,98,12.8611588290804
14.65,98,10.5107209311105
14.7,98,15.2358398712163
14.75,98,15.503002550512
14.8,98,15.8963029764783
14.85,98,12.3250034047287
14.9,98,15.7444671057627
14.95,98,15.4591887820753
15,98,14.1096596342134
15.05,98,15.1253824674335
15.1,98,18.1819026998913
15.15,98,17.1565632796491
15.2,98,18.2889943955946
15.25,98,16.8389036354862
15.3,98,19.9473068900588
15.35,98,19.5192951696245
15.4,98,20.3660934111852
15.45,98,18.7608250892488
15.5,98,19.1594755653689
15.55,98,18.0943099525178
15.6,98,17.6150030306122
15.65,98,21.0127380864008
15.7,98,16.1154841027067
15.75,98,18.6658801388909
15.8,98,17.4023299491368
15.85,98,19.8969699015748
15.9,98,20.7359253126146
15.95,98,18.2426803621451
16,98,21.2133649949315
16.05,98,20.934947653155
16.1,98,21.3598649795067
16.15,98,17.5491871381553
16.2,98,21.9582132278047
16.25,98,19.1812516034836
16.3,98,19.934702467265
16.35,98,18.9405862450393
16.4,98,20.1456376967577
16.45,98,21.1831691525568
16.5,98,16.111373081838
16.55,98,16.8287109998082
16.6,98,22.2306978065805
16.65,98,17.5320740256721
16.7,98,16.9712688697332
16.75,98,14.0442756745915
16.8,98,18.0971715714668
16.85,98,17.7287147116526
16.9,98,19.1147349183586
16.95,98,15.5837213865755
17,98,19.1508363697676
17.05,98,14.2946989084812
17.1,98,15.2003931057198
17.15,98,14.4523626259653
17.2,98,15.4989029649885
17.25,98,14.9355686423692
17.3,98,14.6860005940697
17.35,98,14.3998737027863
17.4,98,16.7763141154625
17.45,98,11.8452017704775
17.5,98,12.1234559918049
17.55,98,16.526390632934
17.6,98,11.4148597652297
17.65,98,13.291890603893
17.7,98,15.5027640397299
17.75,98,9.28351498262494
17.8,98,13.3592807709429
17.85,98,8.93222528808195
17.9,98,11.4173209022116
17.95,98,10.7668581083405
18,98,12.6547789793033
18.05,98,11.6680122911253
18.1,98,7.66880072768001
18.15,98,9.66175609133078
18.2,98,11.1004769136908
18.25,98,12.1605473553888
18.3,98,8.22417060473781
18.35,98,10.2215538241976
18.4,98,6.23666451782537
18.45,98,9.26861829185748
18.5,98,10.9702031813359
18.55,98,12.617942020454
18.6,98,9.95874203283396
18.65,98,8.81499562076596
18.7,98,11.3958810904151
18.75,98,10.8121712405727
18.8,98,5.92813209543404
18.85,98,9.37020948569564
18.9,98,8.63014203851784
18.95,98,8.15403725517566
19,98,7.63718765124377
13,98.05,4.51081312907324
13.05,98.05,7.76948255472222
13.1,98.05,7.03651772357113
13.15,98.05,4.13925513798877
13.2,98.05,9.21710119897181
13.25,98.05,7.83181130651288
13.3,98.05,7.58677147005767
13.35,98.05,5.09774825672286
13.4,98.05,5.26730407644468
13.45,98.05,5.78418965272571
13.5,98.05,11.9405667408504
13.55,98.05,9.83590938690954
13.6,98.05,8.79174428237677
13.65,98.05,5.37111411174426
13.7,98.05,7.0337497895572
13.75,98.05,7.14642774506446
13.8,98.05,7.72787252776155
13.85,98.05,8.53672548673472
13.9,98.05,6.79535861402304
13.95,98.05,6.03262637797395
14,98.05,6.53497535223163
14.05,98.05,8.75207324563613
14.1,98.05,11.0930893083872
14.15,98.05,9.22356553785583
14.2,98.05,10.5559300377728
14.25,98.05,9.5336597271388
14.3,98.05,7.29681380844687
14.35,98.05,9.07269219984678
14.4,98.05,10.2294199736738
14.45,98.05,9.83521430134176
14.5,98.05,9.51356692983518
14.55,98.05,14.0777844130928
14.6,98.05,13.1260883042056
14.65,98.05,12.5453729566638
14.7,98.05,15.2135001587509
14.75,98.05,13.1282812252512
14.8,98.05,13.0893091288187
14.85,98.05,14.3948275434789
14.9,98.05,15.9364026678828
14.95,98.05,14.5723923246054
15,98.05,15.2392551057735
15.05,98.05,18.3997936433588
15.1,98.05,16.942208507504
15.15,98.05,18.770228830226
15.2,98.05,18.4099183107821
15.25,98.05,16.6268998101878
15.3,98.05,18.2964307013756
15.35,98.05,17.022946196284
15.4,98.05,21.07686548062
15.45,98.05,21.300851400685
15.5,98.05,20.3849194340019
15.55,98.05,17.5816806304225
15.6,98.05,24.291362538378
15.65,98.05,17.4958159378799
15.7,98.05,19.607995727326
15.75,98.05,25.0093929425535
15.8,98.05,18.5656954107539
15.85,98.05,22.7308993942664
15.9,98.05,22.0891667217235
15.95,98.05,22.7241221599649
16,98.05,18.6998286833973
16.05,98.05,23.3563024590107
16.1,98.05,19.7037727519802
16.15,98.05,21.8827408387956
16.2,98.05,18.4650035713646
16.25,98.05,25.4631544631368
16.3,98.05,22.2961165993477
16.35,98.05,18.3174162515265
16.4,98.05,20.6657929916238
16.45,98.05,17.9097162801959
16.5,98.05,19.6850170613246
16.55,98.05,19.4468028787676
16.6,98.05,17.658089905556
16.65,98.05,19.9484966212766
16.7,98.05,20.7987055664051
16.75,98.05,19.2877673257901
16.8,98.05,17.3940288456208
16.85,98.05,19.2044680100551
16.9,98.05,17.1914038942967
16.95,98.05,17.6408240585825
17,98.05,16.1726950903819
17.05,98.05,15.3267836130213
17.1,98.05,18.9438366651405
17.15,98.05,15.190362095338
17.2,98.05,12.0765167689144
17.25,98.05,10.6759240889101
17.3,98.05,14.8025764570071
17.35,98.05,9.66089508043163
17.4,98.05,15.1386642723127
17.45,98.05,9.8380809249793
17.5,98.05,9.17911527226816
17.55,98.05,11.8003363409555
17.6,98.05,14.70343025885
17.65,98.05,13.991524230191
17.7,98.05,11.5038484100388
17.75,98.05,12.5064163647811
17.8,98.05,12.3795867274427
17.85,98.05,10.603250144207
17.9,98.05,11.2674139425661
17.95,98.05,10.2599321997954
18,98.05,9.57967594476456
18.05,98.05,12.9837242774933
18.1,98.05,12.1990574427588
18.15,98.05,7.94754258260151
18.2,98.05,7.95023315510974
18.25,98.05,8.80933182298712
18.3,98.05,11.6036322367456
18.35,98.05,9.9262838408889
18.4,98.05,9.47284333291203
18.45,98.05,8.42734805160381
18.5,98.05,10.7400463951932
18.55,98.05,10.3898710726527
18.6,98.05,11.9407551674928
18.65,98.05,5.82306936612747
18.7,98.05,9.24581531660876
18.75,98.05,4.50906406889805
18.8,98.05,12.6443257183613
18.85,98.05,9.98341541476488
18.9,98.05,8.10654454935563
18.95,98.05,7.73946805091299
19,98.05,5.48455919990816
13,98.1,8.78235418252912
13.05,98.1,8.17308774038557
13.1,98.1,10.5580325412791
13.15,98.1,8.37559216938917
13.2,98.1,3.62827444722951
13.25,98.1,10.2701417517798
13.3,98.1,5.66734050620726
13.35,98.1,9.94068040685252
13.4,98.1,8.93429628092926
13.45,98.1,9.27132920684589
13.5,98.1,8.78928878022094
13.55,98.1,9.63975059394722
13.6,98.1,8.55183047676481
13.65,98.1,11.1795162983187
13.7,98.1,7.1152829574009
13.75,98.1,10.4623476143035
13.8,98.1,12.4138180361695
13.85,98.1,2.80511651586387
13.9,98.1,8.9307186371051
13.95,98.1,9.60605353412497
14,98.1,8.7600745829356
14.05,98.1,9.32118435110077
14.1,98.1,12.1746859897856
14.15,98.1,13.4382935979689
14.2,98.1,11.8779928857543
14.25,98.1,13.9711062913562
14.3,98.1,7.90812894184083
14.35,98.1,11.4490932905192
14.4,98.1,9.88661804888479
14.45,98.1,11.2738778092298
14.5,98.1,13.1534367797468
14.55,98.1,13.8243957616489
14.6,98.1,12.1657169591258
14.65,98.1,15.0617609285311
14.7,98.1,20.4283359609012
14.75,98.1,16.5012747539182
14.8,98.1,15.5230343037148
14.85,98.1,17.0646133868269
14.9,98.1,15.2221129122355
14.95,98.1,17.0994451873917
15,98.1,18.3752207002961
15.05,98.1,16.1229558565669
15.1,98.1,14.4975197500349
15.15,98.1,16.3235690721727
15.2,98.1,20.4229971867192
15.25,98.1,18.2600201284061
15.3,98.1,21.6754345720435
15.35,98.1,18.0036835069947
15.4,98.1,18.8719441621716
15.45,98.1,21.7093043954223
15.5,98.1,19.2980630192167
15.55,98.1,20.4509177224457
15.6,98.1,23.0231594928489
15.65,98.1,19.4911879535547
15.7,98.1,18.3617972782908
15.75,98.1,22.1200110997605
15.8,98.1,20.7057771302986
15.85,98.1,21.1099895349741
15.9,98.1,20.6278735182226
15.95,98.1,23.4256726298707
16,98.1,21.4693727513991
16.05,98.1,22.6101051550363
16.1,98.1,20.2384934079299
16.15,98.1,20.0375486780475
16.2,98.1,21.5128734888862
16.25,98.1,23.2591367802727
16.3,98.1,25.0107255192755
16.35,98.1,19.4788060758845
16.4,98.1,19.161434196972
16.45,98.1,20.1880040579826
16.5,98.1,21.1280674341747
16.55,98.1,21.0477428441458
16.6,98.1,22.1320767630612
16.65,98.1,19.9450949525875
16.7,98.1,18.0674414609409
16.75,98.1,19.7439513757978
16.8,98.1,20.2121629783294
16.85,98.1,19.0917513038962
16.9,98.1,17.0990628869884
16.95,98.1,17.1024507774526
17,98.1,17.5065197946253
17.05,98.1,16.1077914692027
17.1,98.1,14.8605688346537
17.15,98.1,17.6990427688273
17.2,98.1,12.624589918152
17.25,98.1,15.9770889695629
17.3,98.1,13.0068923355554
17.35,98.1,13.6560701511817
17.4,98.1,19.1863960654567
17.45,98.1,17.0621214787516
17.5,98.1,13.7464359227045
17.55,98.1,15.144336405858
17.6,98.1,12.8659202302973
17.65,98.1,8.67709934362178
17.7,98.1,9.73587503628808
17.75,98.1,15.0645332864031
17.8,98.1,11.5513287344132
17.85,98.1,11.4349640402672
17.9,98.1,11.1957326346207
17.95,98.1,9.95523867041245
18,98.1,6.02766892877825
18.05,98.1,7.4755695371226
18.1,98.1,11.3919639311715
18.15,98.1,10.0685255140955
18.2,98.1,11.4128607593614
18.25,98.1,10.2548241642108
18.3,98.1,11.8148799949828
18.35,98.1,8.9035941069317
18.4,98.1,8.71945781252968
18.45,98.1,15.2328243061232
18.5,98.1,11.6358862453972
18.55,98.1,9.85080074597158
18.6,98.1,12.1764021748827
18.65,98.1,13.1246006734269
18.7,98.1,11.0878637284855
18.75,98.1,9.37055167988785
18.8,98.1,5.17556580721721
18.85,98.1,9.63344810453652
18.9,98.1,11.0276540700375
18.95,98.1,8.48806111760963
19,98.1,8.88472321729993
13,98.15,2.99526558563409
13.05,98.15,4.1183844279507
13.1,98.15,4.01098014201868
13.15,98.15,7.71154526065284
13.2,98.15,11.4992494214756
13.25,98.15,8.59191945681465
13.3,98.15,8.20943592416387
13.35,98.15,7.05542815033938
13.4,98.15,6.02029389667156
13.45,98.15,4.98856602679942
13.5,98.15,8.78013487874035
13.55,98.15,6.31933035713219
13.6,98.15,6.45765711148613
13.65,98.15,9.57205417749104
13.7,98.15,8.02208433816193
13.75,98.15,10.8101825609853
13.8,98.15,8.8077880387062
13.85,98.15,9.63400496810911
13.9,98.15,9.35400712240664
13.95,98.15,15.1436971333696
14,98.15,8.06102594162263
14.05,98.15,7.63862867081252
14.1,98.15,8.26718695694957
14.15,98.15,11.8866071393731
14.2,98.15,10.816552824023
14.25,98.15,9.52737937250135
14.3,98.15,12.6391643284584
14.35,98.15,15.6067399138693
14.4,98.15,14.7860331281747
14.45,98.15,14.3268819665524
14.5,98.15,12.3043431900329
14.55,98.15,12.2817253079745
14.6,98.15,12.6865226169533
14.65,98.15,15.1764224625016
14.7,98.15,16.134430656379
14.75,98.15,17.1499293004675
14.8,98.15,18.2461827574701
14.85,98.15,18.4623298519747
14.9,98.15,17.5960090224061
14.95,98.15,15.4036913208176
15,98.15,18.2729714298622
15.05,98.15,17.725018738845
15.1,98.15,20.0700430063385
15.15,98.15,18.768067983556
15.2,98.15,19.4411231678788
15.25,98.15,20.3617599243366
15.3,98.15,16.9779160942048
15.35,98.15,23.5893223896442
15.4,98.15,23.9018896348081
15.45,98.15,21.1709898643693
15.5,98.15,21.2656495023259
15.55,98.15,21.866377522199
15.6,98.15,23.7253580476391
15.65,98.15,21.4660840385495
15.7,98.15,20.083857552211
15.75,98.15,18.914589325653
15.8,98.15,24.2177943771541
15.85,98.15,21.8611886619428
15.9,98.15,23.0110169528747
15.95,98.15,24.7070616195086
16,98.15,23.381677987846
16.05,98.15,19.2991220268448
16.1,98.15,27.6923133156049
16.15,98.15,24.6315328889593
16.2,98.15,19.8551599353943
16.25,98.15,19.9975952377635
16.3,98.15,21.2066278428825
16.35,98.15,22.0309255019321
16.4,98.15,24.0594652491283
16.45,98.15,22.204230381054
16.5,98.15,20.7620373081561
16.55,98.15,21.794779906783
16.6,98.15,23.9449378720299
16.65,98.15,20.4933950759598
16.7,98.15,19.8250928335939
16.75,98.15,20.6690381117267
16.8,98.15,24.2268265399294
16.85,98.15,20.4421893117548
16.9,98.15,16.0580387283465
16.95,98.15,17.1296687073002
17,98.15,19.4857996812045
17.05,98.15,16.3987558125541
17.1,98.15,16.57023478074
17.15,98.15,15.3805156566587
17.2,98.15,18.9498361176621
17.25,98.15,19.2804769387982
17.3,98.15,16.6671610267481
17.35,98.15,17.7421477218892
17.4,98.15,14.4142836999838
17.45,98.15,15.0654690059288
17.5,98.15,14.781014678453
17.55,98.15,14.0189372275625
17.6,98.15,11.7948061239521
17.65,98.15,14.3992577156272
17.7,98.15,12.3459778007053
17.75,98.15,11.8554366429562
17.8,98.15,11.2389429982352
17.85,98.15,14.2976543632162
17.9,98.15,11.8967568331732
17.95,98.15,11.5388344883274
18,98.15,11.1633002727326
18.05,98.15,12.4348453484602
18.1,98.15,9.26858237568745
18.15,98.15,7.40155225140134
18.2,98.15,13.4131337124551
18.25,98.15,14.2427664185268
18.3,98.15,9.11371946596019
18.35,98.15,10.9136722281312
18.4,98.15,8.06141045359284
18.45,98.15,8.3283785242735
18.5,98.15,12.6610184095181
18.55,98.15,11.6779616797947
18.6,98.15,10.2812119610261
18.65,98.15,7.79534405700154
18.7,98.15,9.61430638708525
18.75,98.15,7.37414371027753
18.8,98.15,12.5036434505415
18.85,98.15,7.40087985275169
18.9,98.15,12.4313956244558
18.95,98.15,9.38239391763772
19,98.15,10.5878610835031
13,98.2,7.6561237669767
13.05,98.2,4.29914645502995
13.1,98.2,7.110626307912
13.15,98.2,7.71676803870617
13.2,98.2,7.84141433569212
13.25,98.2,7.37138521103073
13.3,98.2,5.81076786363842
13.35,98.2,8.72866688136685
13.4,98.2,5.65540471162802
13.45,98.2,7.69135092323685
13.5,98.2,8.10548264254814
13.55,98.2,6.69103621486223
13.6,98.2,7.19278054212435
13.65,98.2,9.62026277635909
13.7,98.2,12.6058028761291
13.75,98.2,6.64424585142522
13.8,98.2,11.5656086953224
13.85,98.2,8.85831627071919
13.9,98.2,9.49471148204507
13.95,98.2,11.6575060272084
14,98.2,10.6238541232192
14.05,98.2,10.6847696709037
14.1,98.2,10.7649194436394
14.15,98.2,8.96089589927245
14.2,98.2,10.3446332836333
14.25,98.2,13.5769543576046
14.3,98.2,13.0295278972185
14.35,98.2,13.9967613192538
14.4,98.2,12.1487727834107
14.45,98.2,16.7818912596372
14.5,98.2,14.3208952454352
14.55,98.2,12.0453324552024
14.6,98.2,15.2712551213318
14.65,98.2,13.8439246716893
14.7,98.2,16.287584888209
14.75,98.2,16.2606240806311
14.8,98.2,13.6102103484198
14.85,98.2,19.3566935693671
14.9,98.2,17.3065414839391
14.95,98.2,16.4505221304309
15,98.2,18.9552679513861
15.05,98.2,18.9494304257241
15.1,98.2,20.4787488626006
15.15,98.2,17.1811061934491
15.2,98.2,25.0591331901196
15.25,98.2,21.6147850904056
15.3,98.2,22.0906121847163
15.35,98.2,19.4946502411997
15.4,98.2,17.6214316220672
15.45,98.2,24.5106863161485
15.5,98.2,20.5633337916296
15.55,98.2,20.4741045451745
15.6,98.2,21.5895711735702
15.65,98.2,21.8255629098905
15.7,98.2,24.9501985432288
15.75,98.2,24.0019586445873
15.8,98.2,26.5513212921736
15.85,98.2,19.6384678897625
15.9,98.2,25.9015608188367
15.95,98.2,23.3725108035573
16,98.2,23.1489665775707
16.05,98.2,27.1899504921012
16.1,98.2,22.9232810422911
16.15,98.2,23.0459028689763
16.2,98.2,21.6927852860762
16.25,98.2,25.4205953879519
16.3,98.2,25.4380432137377
16.35,98.2,24.2416291223888
16.4,98.2,25.0660314047349
16.45,98.2,21.247953616475
16.5,98.2,23.9514484811182
16.55,98.2,26.7211705052042
16.6,98.2,20.572355390691
16.65,98.2,20.6440341874302
16.7,98.2,24.9221514903256
16.75,98.2,24.2665392399751
16.8,98.2,19.256151755712
16.85,98.2,20.2664286195966
16.9,98.2,20.8230082597292
16.95,98.2,20.0744181862317
17,98.2,20.5510927744905
17.05,98.2,18.724514108488
17.1,98.2,16.744871711498
17.15,98.2,19.7881466506328
17.2,98.2,18.2178152543444
17.25,98.2,19.401447633312
17.3,98.2,15.6917810181661
17.35,98.2,16.645802380373
17.4,98.2,19.4633417696742
17.45,98.2,13.209431345903
17.5,98.2,13.8669904388224
17.55,98.2,13.0020310797605
17.6,98.2,12.1314416602133
17.65,98.2,12.3059114962718
17.7,98.2,14.8308678221372
17.75,98.2,16.3093434013709
17.8,98.2,14.9674839978312
17.85,98.2,14.1355467485062
17.9,98.2,10.4980005677786
17.95,98.2,13.5358903660805
18,98.2,13.8858794719741
18.05,98.2,10.0517656573546
18.1,98.2,10.9892777804576
18.15,98.2,10.3890459590483
18.2,98.2,13.0149564687138
18.25,98.2,8.6412638605413
18.3,98.2,9.3051143028842
18.35,98.2,10.4740376925631
18.4,98.2,13.1514925165353
18.45,98.2,9.65782981616196
18.5,98.2,8.8937201835105
18.55,98.2,13.0093287765379
18.6,98.2,8.72375264441682
18.65,98.2,9.65847170465945
18.7,98.2,9.57043660704748
18.75,98.2,10.0794159748708
18.8,98.2,9.53728725690275
18.85,98.2,7.57391082095885
18.9,98.2,5.35143863639686
18.95,98.2,7.92341220239709
19,98.2,10.7596732866302
13,98.25,6.88085582233849
13.05,98.25,5.09547422674165
13.1,98.25,4.36004716053406
13.15,98.25,2.65127446984234
13.2,98.25,3.87607160844256
13.25,98.25,8.07006860842081
13.3,98.25,7.29716165729101
13.35,98.25,10.3297974050642
13.4,98.25,6.84761877531816
13.45,98.25,9.03867132804581
13.5,98.25,8.49844591704646
13.55,98.25,3.39712614574207
13.6,98.25,7.05612090070596
13.65,98.25,5.51939652956351
13.7,98.25,10.6209395741133
13.75,98.25,8.9005001973123
13.8,98.25,8.46066550118203
13.85,98.25,6.55559371814906
13.9,98.25,8.50711970595195
13.95,98.25,10.747556197025
14,98.25,14.4467042576715
14.05,98.25,9.67859017816282
14.1,98.25,12.3898230621282
14.15,98.25,10.6931113181556
14.2,98.25,13.4602362759842
14.25,98.25,14.9487289769122
14.3,98.25,10.2934750057727
14.35,98.25,12.1472726713793
14.4,98.25,11.3534539778359
14.45,98.25,14.9275111607668
14.5,98.25,18.2463944044931
14.55,98.25,13.8734414914239
14.6,98.25,12.6227922087771
14.65,98.25,13.6659908639587
14.7,98.25,15.1208291195947
14.75,98.25,15.3918317807204
14.8,98.25,18.220722883888
14.85,98.25,14.2562007884774
14.9,98.25,21.3866672606814
14.95,98.25,21.5869576376589
15,98.25,17.982457531483
15.05,98.25,15.6246477378846
15.1,98.25,19.4995958801298
15.15,98.25,20.8339102825585
15.2,98.25,16.6374424577621
15.25,98.25,19.478304399243
15.3,98.25,19.4622499059652
15.35,98.25,22.06457854305
15.4,98.25,23.5375835318862
15.45,98.25,22.3525519474947
15.5,98.25,20.72898572331
15.55,98.25,27.3333034932422
15.6,98.25,24.7742904238518
15.65,98.25,26.9449646586096
15.7,98.25,26.0336459498952
15.75,98.25,23.811614789388
15.8,98.25,25.5831641904929
15.85,98.25,22.7367097648592
15.9,98.25,19.6216348530456
15.95,98.25,21.4755810247349
16,98.25,25.4287822703521
16.05,98.25,24.8087165527845
16.1,98.25,22.979393605623
16.15,98.25,23.9496651018451
16.2,98.25,25.053787599836
16.25,98.25,23.656590301991
16.3,98.25,22.4224272718529
16.35,98.25,25.2191873814021
16.4,98.25,19.5880444839963
16.45,98.25,24.9215648587185
16.5,98.25,22.6262017231905
16.55,98.25,21.2432626084753
