SatelliteEstimate_mm,Elevation_m,DistToCoast_km,Latitude,Longitude,Month,GaugeRainfall_mm
6.20952465255597,253.636209661939,192.505165455461,16.2772527408081,98.3968984838531,1,6.29392031526165
19.251326722047,767.413765870046,188.240746309472,15.4983688813694,100.201055694661,10,27.0503105469363
24.8675407844132,355.981816286565,244.312422846337,15.3462463099281,98.3307061687706,6,28.6741785547476
21.9466090366933,563.676900408845,105.364834325468,14.0522703516304,99.1429839582584,9,28.8588248038976
6.57230900504106,482.351792821965,156.794291683628,17.0195719764579,101.942284467613,12,6.40668524027341
24.9474413167817,507.166821551704,73.3993256410856,15.9752783583903,101.954448885646,7,34.5140301691371
19.6593257681814,328.392054797267,103.201576632605,18.370803787685,100.827283110608,7,24.86813922106
8.67642681599419,415.265708292877,225.462586433063,16.0960934429155,99.8951256045646,1,9.61149052630736
7.69729486138259,369.427493766592,260.930166311892,18.7344768622329,98.023603306937,4,8.32508266459344
20.627713785306,569.433163051099,101.98181141578,15.6413269819366,99.3205517999637,6,31.8469677763554
19.0366833906993,453.397039207841,210.426056393247,16.0934848522727,99.1418241834778,9,25.3091411523491
20.6432150528428,554.968320881254,154.405250533826,14.094381449741,100.225430783354,10,30.3907316257534
22.9242239744123,521.996976193065,193.147773985119,17.7352869458155,100.155508912664,5,30.2478378837165
2.29923715123153,599.596705701551,111.596470432914,13.1717867320985,100.789011225209,1,2.7426934564465
3.66828971989116,785.314135933346,108.346771722431,14.0747901633522,100.776607553066,4,3.95148851711599
3.67271945614363,520.112185263419,71.5595914457679,14.8910256375333,100.443507650291,11,3.66898114399192
4.5897673100357,527.872101163351,145.363041138726,18.0351898130887,100.602623982008,3,6.4234453828416
20.9553403854815,568.428103031462,33.9470111318336,16.6668142032458,98.4752465523158,6,28.6640206955164
0.647355222525288,528.459579000219,235.080459100444,14.8432617412496,98.2226787787277,12,5.93701426201009
0,446.776276262177,81.0037003689901,18.4897339012053,99.2535647500908,1,0
27.0283092463577,347.602320083426,178.43918531431,17.9891342298717,100.60823254809,8,31.2396611620396
1.02652328957123,521.843993124449,146.474509168772,13.1855002486924,98.1489141970012,12,4.91050675165279
6.53200976151354,347.63001116374,106.854693552664,14.4528695921219,100.67833380866,3,8.15388688542285
23.5357683865224,595.67667833517,255.956893700868,17.1833660456058,101.018690074412,7,29.5072482028755
4.95742694863221,731.802230343296,232.23894075555,18.2222059568897,101.325423573342,11,6.65555702934044
9.9452277299025,680.073898358974,203.83918734356,17.4529942811938,100.318330703895,2,8.38260032252628
23.8002637370136,671.850651628518,49.5862558706999,18.3029685759396,100.00882261128,7,33.5436664954531
20.9546345972517,327.928365735253,135.588893161888,13.7546627486319,99.4779205018093,10,24.6469392860842
22.4325964529574,220.171873038151,182.769132869271,13.0479702883159,101.251942678719,9,25.7707699077593
23.0674239081266,322.248427492828,43.8458011571391,15.6470655640691,101.413196878044,6,30.0427618638691
4.74788135985482,542.123929198051,193.950826583757,13.3815979487754,100.148814705447,3,5.98228730411488
25.7811535636602,274.906410001077,224.108076835934,16.9726724833198,101.18691638241,6,30.173188450515
25.6609964632053,260.105775293388,257.299735266617,18.4944437736413,99.8503992996314,5,30.8657669508599
21.5696421351692,798.708793224133,145.512554762249,15.5136010036566,101.224144282898,6,30.3518260351152
24.467479679644,412.610083113362,27.1810268166438,16.4760016195,101.210968172958,5,32.0231438354414
4.20800228191349,238.15638332519,72.0080052189383,15.3261693193693,101.600551352251,11,7.27541793581497
23.7757543118704,506.902491844277,221.315363366495,13.9856197005591,100.290908509914,10,29.538600286465
4.77047475682605,618.459589712105,57.093636156861,13.7065491145002,101.738778119777,4,7.25248071793573
20.3369140268365,476.154541992424,175.575099748646,17.2953453418023,101.675423817311,7,26.6854953078635
2.53072949670157,278.820632897097,183.300996258939,18.4258760753285,99.2442839928667,4,4.55552338094851
21.3385921859521,508.902409127356,131.13513249903,15.1905111605611,98.7409821297138,6,28.2076129170453
21.2405996202801,241.45414290725,216.295538228404,13.8145772520421,100.83430372,5,26.8214691353304
21.55592563228,638.251805863108,50.7164578851169,17.9761487282716,99.6070529752359,8,30.6657821694497
19.7150651688487,763.427552526904,175.020923164093,14.5734099265792,101.513893059813,5,30.4747965738349
27.589337221053,225.154867132968,115.120621966572,17.6043097717751,98.0410547683378,6,32.115010302118
23.4473997186167,542.307874821107,234.383542759059,16.913893638749,98.7243813946455,9,29.6787090960601
20.6601213045442,698.516607697576,119.070967412108,14.8605991448242,98.5717493807412,5,30.2603964343236
9.1491212587559,584.336858869792,67.2145563621234,16.0680321883038,98.281159084796,11,12.6649553737646
7.53353598978615,289.454553040078,106.118253160898,15.2182002968578,98.1073247453028,3,6.12217134836959
22.1211641561588,240.896070751732,151.242773093851,13.7521770387959,98.0101474084108,9,28.2423696685103
24.4482068126309,474.488041718811,40.0392599257546,14.3449450478041,98.3471429391124,6,30.6528260923156
25.8776882330244,228.956689093575,235.940231070221,16.4313693696409,98.1191225253248,6,31.5970034076514
18.6489793310964,702.091194217867,182.804075509885,17.6806449566716,99.6667977412509,8,26.4189050077369
22.9785569916279,509.783884681552,98.1857950359013,13.5472500360529,100.013948863329,7,28.3535729883754
21.9401931689047,390.058871586593,172.023843726192,14.1925582883194,99.1894654320302,5,28.2958778991334
8.35748082860439,662.542133415132,265.929340538247,13.0688529364991,99.9945265993096,1,9.57905342511878
2.9754757920493,328.718821293189,170.701506343965,18.9039915524324,98.3713755363065,2,4.48738512069677
22.2876819574057,508.295256696992,121.565087380576,13.6391069464295,101.916741063131,9,28.477563304327
19.3889321482486,503.697032261121,190.361312697555,15.2796641113113,99.061369786757,7,29.1741399373024
26.7048455262383,262.406315237376,209.065493233412,13.3327672598641,101.0717403638,9,29.1054304794241
2.45808936530806,680.557660693335,191.663516034245,16.0057472018768,99.1981322772616,12,1.8287476684935
21.6233938278657,619.175057964367,72.7691160883199,16.7941225303038,101.924979762857,9,26.3686473041795
8.89737184168586,319.396159887853,25.2320073750205,16.1450086579239,98.8578102861388,1,10.0474968178417
2.74267365097467,458.511602074301,99.2215026517497,17.0675826509962,98.116590618219,4,1.48551919204685
23.8734210165697,385.591447804102,128.676476793405,14.2929793627133,99.3224831399562,8,31.7916417858854
6.2661173744966,762.40836652375,227.83133137065,18.4866741910689,98.2277489143579,3,5.72748319402184
2.40564684490221,600.692697136593,42.0863457475383,17.6085483574551,101.995759118363,12,2.1467784943111
0.398950589024205,766.603644779997,230.908632969998,14.1377750408113,101.943765184627,12,0.192399550447382
6.62712689239786,660.036763524736,34.8706009638061,15.71756732584,99.0078721210269,11,11.6130717003227
22.7565811560782,674.973598197391,98.4792436529129,13.120026269514,98.2143476631168,6,29.4060855685529
0.313369885328088,386.120188386309,121.008849177026,17.9743687350469,101.255462198004,11,0.784309554172857
3.1997745287985,709.22794179464,252.924976169057,18.377367957878,101.722550736057,2,1.28177308917214
6.25030452234585,400.865931209581,257.263350153801,16.1425857199952,101.790299328978,4,3.89710750270874
21.7829964861914,696.187123805205,30.1712323853668,15.1542747143696,101.476460430023,6,33.3913248090713
19.4049954526093,625.899981017491,68.9866332444514,17.7964286101927,100.038971991288,9,24.4076167943186
25.8543637907411,505.747455534668,132.054348347069,15.1266089201773,98.7061016099545,6,31.6442363433569
3.08326256608584,302.202446106037,88.1020144844355,13.2808227644686,99.7785671686638,2,2.68738666337831
18.1709879593216,560.52033493566,258.340729975363,16.9867165138753,98.6477548430475,5,28.7569963521486
7.11854579898623,574.705357691326,173.042605670414,15.4387040597343,100.903508197874,4,5.54763901050496
4.41013364678371,611.332688411336,101.638953006354,18.982247322377,100.607081031171,4,7.4007522112323
6.9782520407476,239.795527446379,169.928300343894,16.0826253334396,99.8273644088384,2,5.96801271218096
24.0539374758278,349.743031155307,188.61015049548,13.6962763469551,101.159509214715,5,28.3815544025122
18.6374426196831,536.569581623044,234.154900792023,17.703158745363,100.698961068958,6,28.6852360303226
17.9818289254788,711.485983903799,241.882066494281,18.7597662827646,98.6703822326243,10,25.6399489950265
22.9891056384523,339.500644633076,125.308676425649,13.7257183083048,99.5694280953734,10,27.1569919999818
20.8134346011021,738.213411549282,209.592069228019,14.9251884746225,100.782386896131,7,29.6909088063315
16.9328294554111,785.09736740643,263.374575400163,15.9114845239686,99.8852740828453,6,25.070497704722
28.9226691916582,253.362723911403,153.444947229304,17.2424583304941,101.242204630849,10,35.8032769941923
8.52643155278943,634.433752525173,202.904148553902,17.2194034640243,101.871735829399,11,10.9732279079536
23.0649765504486,438.500111280736,142.215437054599,16.7454789861531,101.91518371939,9,28.5169177880252
25.7211274339947,282.738863365491,115.661974615944,18.1828676271949,100.010537021388,10,33.6645558327446
2.14263789957684,333.512030340252,70.8453185596204,17.4186331209766,99.6472221499104,12,3.56922669125506
1.22449943728865,416.827952011009,42.7983383745075,13.1389692354153,100.258093711142,1,1.00236583903521
9.97043824141176,210.750237838075,101.124474340054,18.8176635496231,100.668082449368,11,10.6432634022494
2.27764061038364,616.740067964247,108.678882349118,17.9716326933956,101.932766407296,4,3.48226510609508
21.911598016667,472.199726744987,162.495676427651,17.0475536666187,100.574448858631,6,32.3159425669741
26.0859779779238,407.580034964072,187.63007606311,17.7027240502401,101.164311400058,10,33.9107995554823
23.3512076271886,720.588728747982,197.695241124157,17.9528605007319,101.889694231125,9,32.3060493569638
4.87690489317965,779.819267751828,212.28831332435,13.2981557300914,100.510923632299,2,8.11947351856053
25.5525264521373,474.990648861646,163.068317273126,16.811617734089,101.33925085633,8,30.2230629889878
5.17600407269749,386.454446544189,148.038254055851,13.8479176650279,99.797039707055,1,7.30777886416541
18.3216072982162,561.935227091147,172.926995256177,14.5450982784181,99.8554141733268,5,27.1634465504366
22.0363965386107,443.319209834928,195.632510426689,17.9221947629165,99.5092701404106,10,27.8886329089882
24.6931542205401,734.958721848428,231.390596633077,16.2885698644573,98.6232412170381,6,29.3744341260608
28.1904250886637,373.042992142026,82.9695420349871,14.8045013968632,98.9631806965109,8,31.9850257751328
22.7712283336704,276.85539203298,234.758754410755,14.1477804486251,101.85453157286,9,27.9553758698746
22.8887219545584,209.037079850316,69.4929233624358,15.8696253232243,99.1714603660581,10,27.5523354967231
30.629971375873,302.194096823898,24.3510100095838,13.6362835845239,98.963871143535,10,36.8427751682936
0,256.704234820642,219.169443903082,15.303608906861,100.877941709289,1,0
21.1005742914961,746.430419601781,77.6855181600404,18.1451322919933,100.470618206744,6,27.5193574405547
25.1377265035352,607.946752340431,229.63341605896,15.2251202059908,99.6059878560778,6,31.7500438224517
1.99701511692521,548.614886738573,109.185137979025,16.101930651861,99.3730974639697,1,1.55165193668222
