CropWaterDemand_mm,EffectiveRainfall_mm,SoilMoisture_pct,GrowthStage,WaterStressClass
2.45572767414806,0.26473225889388,48.0474422016718,Initial,Low
2.10506650463611,2.00527219504118,40.4235879053107,Initial,Low
4.61069339209287,2.77216929255244,45.2294533239126,Development,Low
6.52730722262954,2.71692148560233,31.9455181405001,MidSeason,Medium
4.15000179801594,2.74091234344109,27.1534651787661,Development,Low
4.68193127785441,3.05581400492533,21.5469642268434,Development,Low
2.12824669794821,0.152683298909967,28.3297279273829,Initial,Low
4.31139983669447,3.97118906704589,24.9483378974419,Development,Low
3.38113232059593,0,42.4481862894712,LateSeason,Low
3.79300454599192,2.62000253166105,20.0243575198753,LateSeason,Low
6.37142447165956,1.04448944568108,30.9525823796852,MidSeason,High
2.93312215985057,0.398149802013579,53.7698427126241,Initial,Low
4.12920126401699,1.86784172704249,53.2796165888721,LateSeason,Low
3.55819770943476,0,30.5598361082806,LateSeason,Medium
2.91549321652553,2.85266409689037,38.3071474985321,Initial,Low
5.57864806517513,3.90700691064635,24.4289387654087,MidSeason,Low
2.72290834905355,0,24.5434960600834,Initial,Medium
2.52983976681963,0,21.2529956318939,Initial,Medium
4.58008920921772,0,33.7695504213785,Development,High
2.15478146992035,0.971495387200658,50.7552137700368,Initial,Low
3.86263619958613,0,34.3129316385085,LateSeason,High
3.98887075593427,0.729919581287028,48.1583513220669,LateSeason,Low
4.35332831656474,0,49.2174884285225,Development,Medium
3.46152525891542,2.93889722356695,56.6915570925403,Development,Low
2.64295142731823,2.08286033028021,46.1182245442197,Initial,Low
2.82804840033985,0.000363458221632307,31.2252880486306,Initial,Medium
5.00161304937516,0,45.4191464968854,MidSeason,High
6.84389229592424,0.319116658411028,35.248458978138,MidSeason,High
2.31109446462397,3.94263619592907,37.0699861052261,Initial,Low
3.47019018794396,0,48.8784934480848,Development,Medium
4.21747523246121,0,30.4873307374314,Development,Medium
2.8340253930705,0,57.3783283651953,LateSeason,Low
5.98102462468652,0,34.7322619254305,MidSeason,High
5.58636894764375,1.50650322128933,30.5863836950328,MidSeason,Medium
6.78790476472125,1.63037184957222,59.4362699734793,MidSeason,Medium
3.20937752236519,3.10920662785495,44.5832680729076,LateSeason,Low
3.47930656402292,0,36.5713574558339,LateSeason,Medium
3.2342769721398,2.95971837530984,51.7167714691821,Development,Low
2.43494367355892,1.46676008784067,53.8364575614158,Initial,Low
3.69269529073014,2.35616976607342,31.4202161486884,LateSeason,Low
2.17488161755991,2.30217175836954,37.1839252095539,Initial,Low
3.74620695297319,0,56.1668871272185,Development,Medium
2.73807917407831,2.07817601347985,24.4300539038174,Initial,Low
3.8706855481419,0,49.7271145988365,Development,Low
2.24745437169709,0.798860633689769,33.0930453010178,Initial,Low
3.43651228598393,0.605216837839544,39.767355734796,Development,Low
2.82491086329001,1.86382570859127,43.7871683113916,LateSeason,Low
3.88239963316999,2.07425413837939,33.3075525454504,LateSeason,Low
3.4438094139661,1.25160016486349,58.3083180720553,LateSeason,Low
5.26564823056112,0,52.9836473925648,MidSeason,High
4.80193985125819,0,27.5431023642571,MidSeason,High
4.345641304224,3.70296498055601,33.168987305104,Development,Low
2.86867197705387,2.89322503923345,45.3171708059162,Initial,Low
3.72644056670688,1.52557232168187,41.4614057406065,Development,Low
5.5886660753286,0.11202193935602,49.150657645881,MidSeason,High
2.95713930633698,0.44439341968699,59.3108033774329,Initial,Low
2.28131562197414,0,45.6721699996791,Initial,Low
3.3426987918121,2.13468507491376,52.1680951504073,LateSeason,Low
3.85848047176383,0,47.5193429891618,Development,Medium
5.97662757122878,0,40.442975851483,MidSeason,High
5.48838518977473,0.045525671438396,41.5705052132303,MidSeason,High
4.09960543620397,2.39293015679925,47.7209141992274,LateSeason,Low
4.4485727396673,0,56.8766261207256,Development,Medium
3.64662842928507,3.77975545855413,55.2549414282539,Development,Low
2.91679474686884,2.16076096719135,55.6842014534292,LateSeason,Low
4.05613547358037,2.80157132571989,28.4875103091527,LateSeason,Low
6.32937283437449,2.76905790183141,40.1609588088263,MidSeason,Medium
3.30201083400394,0,57.6810613847505,LateSeason,Low
6.1286855061165,1.53684995605644,25.4693506454051,MidSeason,High
3.04965133953476,2.84475047263997,28.794521689526,LateSeason,Low
